SIGLA;CODIGO;DECODE(A.DIA_N,2,'seg',3,'ter',4,'qua',5,'qui',6,'sex');HORA_INICIO;DURACAO;TIPO_AULA
3LEIC02;L.EIC021;ter;10,5;2;TP
3LEIC07;L.EIC021;sex;10,5;2;TP
3LEIC07;L.EIC021;sex;10,5;2;TP
3LEIC07;L.EIC021;sex;10,5;2;TP
3LEIC08;L.EIC021;sex;10,5;2;TP
3LEIC08;L.EIC021;sex;10,5;2;TP
3LEIC08;L.EIC021;sex;10,5;2;TP
1MEIC07;L.EIC021;ter;16;2;TP
1MEIC07;L.EIC021;ter;16;2;TP
1MEIC07;L.EIC021;ter;16;2;TP
1MEIC08;L.EIC021;qua;8,5;2;TP
1MEIC08;L.EIC021;qua;8,5;2;TP
1MEIC08;L.EIC021;qua;8,5;2;TP
3LEIC06;L.EIC021;qua;8,5;2;TP
3LEIC06;L.EIC021;qua;8,5;2;TP
3LEIC06;L.EIC021;qua;8,5;2;TP
3LEIC04;L.EIC021;qua;11;2;TP
3LEIC04;L.EIC021;qua;11;2;TP
3LEIC04;L.EIC021;qua;11;2;TP
1MEIC05;L.EIC021;qua;8,5;2;TP
1MEIC05;L.EIC021;qua;8,5;2;TP
1MEIC05;L.EIC021;qua;8,5;2;TP
1MEIC06;L.EIC021;ter;16;2;TP
1MEIC06;L.EIC021;ter;16;2;TP
1MEIC06;L.EIC021;ter;16;2;TP
3LEIC01;L.EIC021;sex;8,5;2;TP
3LEIC01;L.EIC021;sex;8,5;2;TP
3LEIC01;L.EIC021;sex;8,5;2;TP
3LEIC03;L.EIC021;qua;11;2;TP
3LEIC03;L.EIC021;qua;11;2;TP
3LEIC03;L.EIC021;qua;11;2;TP
COMP_119;L.EIC021;sex;8,5;2;TP
COMP_119;L.EIC021;sex;8,5;2;TP
COMP_119;L.EIC021;sex;8,5;2;TP
COMP_118;L.EIC022;seg;14,5;1,5;T
COMP_118;L.EIC022;seg;14,5;1,5;T
COMP_118;L.EIC022;seg;14,5;1,5;T
3LEIC09;L.EIC022;sex;9;1,5;TP
3LEIC09;L.EIC022;sex;9;1,5;TP
3LEIC09;L.EIC022;sex;9;1,5;TP
3LEIC10;L.EIC022;ter;10,5;1,5;TP
3LEIC10;L.EIC022;ter;10,5;1,5;TP
3LEIC10;L.EIC022;ter;10,5;1,5;TP
3LEIC11;L.EIC022;qua;10,5;1,5;TP
3LEIC11;L.EIC022;qua;10,5;1,5;TP
3LEIC11;L.EIC022;qua;10,5;1,5;TP
COMP_1396;L.EIC023;seg;8;2;T
COMP_1396;L.EIC023;seg;8;2;T
COMP_1396;L.EIC023;seg;8;2;T
3LEIC05;L.EIC023;ter;10,5;2;PL
3LEIC05;L.EIC023;ter;10,5;2;PL
3LEIC05;L.EIC023;ter;10,5;2;PL
3LEIC09;L.EIC023;sex;10,5;2;PL
3LEIC09;L.EIC023;sex;10,5;2;PL
3LEIC09;L.EIC023;sex;10,5;2;PL
3LEIC02;L.EIC023;qua;10,5;2;PL
3LEIC02;L.EIC023;qua;10,5;2;PL
3LEIC02;L.EIC023;qua;10,5;2;PL
3LEIC07;L.EIC023;sex;8,5;2;PL
3LEIC07;L.EIC023;sex;8,5;2;PL
3LEIC07;L.EIC023;sex;8,5;2;PL
3LEIC08;L.EIC023;qua;8,5;2;PL
3LEIC08;L.EIC023;qua;8,5;2;PL
3LEIC08;L.EIC023;qua;8,5;2;PL
3LEIC06;L.EIC023;qua;10,5;2;PL
3LEIC06;L.EIC023;qua;10,5;2;PL
3LEIC06;L.EIC023;qua;10,5;2;PL
3LEIC04;L.EIC023;sex;10,5;2;PL
3LEIC04;L.EIC023;sex;10,5;2;PL
3LEIC04;L.EIC023;sex;10,5;2;PL
3LEIC01;L.EIC023;ter;10,5;2;PL
3LEIC01;L.EIC023;ter;10,5;2;PL
3LEIC01;L.EIC023;ter;10,5;2;PL
3LEIC03;L.EIC023;ter;8,5;2;PL
3LEIC03;L.EIC023;ter;8,5;2;PL
3LEIC03;L.EIC023;ter;8,5;2;PL
COMP_119;L.EIC023;ter;8,5;2;PL
COMP_119;L.EIC023;ter;8,5;2;PL
COMP_119;L.EIC023;ter;8,5;2;PL
COMP_1396;L.EIC024;qui;10;1;T
COMP_1396;L.EIC024;qui;10;1;T
COMP_1396;L.EIC024;qui;10;1;T
COMP_1396;L.EIC024;seg;11;1;T
COMP_1396;L.EIC024;seg;11;1;T
COMP_1396;L.EIC024;seg;11;1;T
COMP_539;L.EIC024;ter;10,5;2;TP
COMP_539;L.EIC024;ter;10,5;2;TP
COMP_539;L.EIC024;ter;10,5;2;TP
COMP_1608;L.EIC024;qua;8,5;2;TP
COMP_1608;L.EIC024;qua;8,5;2;TP
COMP_1608;L.EIC024;qua;8,5;2;TP
3LEIC05;L.EIC024;qua;8,5;2;TP
3LEIC05;L.EIC024;qua;8,5;2;TP
3LEIC05;L.EIC024;qua;8,5;2;TP
3LEIC02;L.EIC024;sex;8,5;2;TP
3LEIC02;L.EIC024;sex;8,5;2;TP
3LEIC02;L.EIC024;sex;8,5;2;TP
3LEIC06;L.EIC024;ter;10,5;2;TP
3LEIC06;L.EIC024;ter;10,5;2;TP
3LEIC06;L.EIC024;ter;10,5;2;TP
3LEIC04;L.EIC024;ter;10,5;2;TP
3LEIC04;L.EIC024;ter;10,5;2;TP
3LEIC04;L.EIC024;ter;10,5;2;TP
3LEIC01;L.EIC024;qua;10,5;2;TP
3LEIC01;L.EIC024;qua;10,5;2;TP
3LEIC01;L.EIC024;qua;10,5;2;TP
3LEIC03;L.EIC024;sex;10,5;2;TP
3LEIC03;L.EIC024;sex;10,5;2;TP
3LEIC03;L.EIC024;sex;10,5;2;TP
COMP_659;L.EIC025;qui;8;2;T
COMP_659;L.EIC025;qui;8;2;T
COMP_659;L.EIC025;qui;8;2;T
COMP_1390;L.EIC025;qui;11;2;T
COMP_1390;L.EIC025;qui;11;2;T
COMP_1390;L.EIC025;qui;11;2;T
3LEIC05;L.EIC025;ter;8,5;2;TP
3LEIC05;L.EIC025;ter;8,5;2;TP
3LEIC05;L.EIC025;ter;8,5;2;TP
3LEIC09;L.EIC025;qua;10,5;2;TP
3LEIC09;L.EIC025;qua;10,5;2;TP
3LEIC09;L.EIC025;qua;10,5;2;TP
3LEIC10;L.EIC025;ter;18;2;TP
3LEIC10;L.EIC025;ter;18;2;TP
3LEIC10;L.EIC025;ter;18;2;TP
3LEIC02;L.EIC025;qua;8,5;2;TP
3LEIC02;L.EIC025;qua;8,5;2;TP
3LEIC02;L.EIC025;qua;8,5;2;TP
3LEIC07;L.EIC025;ter;14;2;TP
3LEIC07;L.EIC025;ter;14;2;TP
3LEIC07;L.EIC025;ter;14;2;TP
3LEIC08;L.EIC025;sex;8,5;2;TP
3LEIC08;L.EIC025;sex;8,5;2;TP
3LEIC08;L.EIC025;sex;8,5;2;TP
3LEIC06;L.EIC025;sex;10,5;2;TP
3LEIC06;L.EIC025;sex;10,5;2;TP
3LEIC06;L.EIC025;sex;10,5;2;TP
3LEIC04;L.EIC025;sex;16;2;TP
3LEIC04;L.EIC025;sex;16;2;TP
3LEIC04;L.EIC025;sex;16;2;TP
3LEIC01;L.EIC025;ter;16;2;TP
3LEIC01;L.EIC025;ter;16;2;TP
3LEIC01;L.EIC025;ter;16;2;TP
3LEIC03;L.EIC025;sex;14;2;TP
3LEIC03;L.EIC025;sex;14;2;TP
3LEIC03;L.EIC025;sex;14;2;TP
2MEIC02;M.EIC018;sab;9;6;TP
2MEIC02;M.EIC045;qua;9,5;1,5;TP
COMP_1466;M.EIC001;qui;14;2;T
COMP_1466;M.EIC002;qui;17;2;T
COMP_1466;M.EIC003;seg;17;2;T
COMP_1401;M.EIC005;seg;14;2;T
2MEIC01;M.EIC038;seg;9,5;3;TP
2MEIC01;M.EIC042;qui;14;3;TP
2MEIC02;M.EIC044;seg;14;3;TP
2MEIC02;M.EIC033;seg;17;3;TP
COMP_344;M.EIC007;qui;17;2;TP
2MEIC02;M.EIC036;qui;10,5;1,5;TP
COMP_1466;M.EIC004;seg;16;1;T
COMP_1466;M.EIC004;qui;16;1;T
2MEIC01;M.EIC030;seg;14;3;TP
2MEIC01;M.EIC047;qui;9,5;3;TP
2MEIC03;M.EIC011;qui;14;2;T
1MEIC01;M.EIC004;qua;10,5;2;TP
COMP_1520;M.EIC004;sex;16;2;TP
COMP_1520;M.EIC003;sex;14;2;TP
2MEIC01;M.EIC041;ter;9,5;3;TP
1MEIC02;M.EIC004;sex;16;2;TP
COMP_1520;M.EIC002;qua;10,5;2;TP
1MEIC03;M.EIC004;ter;14;2;TP
1MEIC02;M.EIC002;sex;14;2;TP
1MEIC03;M.EIC002;ter;16;2;TP
1MEIC01;M.EIC001;sex;14;2;TP
1MEIC01;M.EIC002;sex;16;2;TP
2MEIC02;M.EIC039;ter;13,5;3;TP
2MEIC01;M.EIC039;ter;17;3;TP
2MEIC01;M.EIC046;sex;10,5;3;TP
2MEIC01;M.EIC040;ter;14;3;TP
2MEIC02;M.EIC043;ter;9;3;TP
1MEIC02;M.EIC005;qua;9,5;2;TP
1MEIC01;M.EIC003;ter;16;2;TP
1MEIC01;M.EIC005;ter;14;2;TP
1MEIC02;M.EIC001;ter;16;2;TP
1MEIC02;M.EIC003;ter;14;2;TP
1MEIC03;M.EIC003;qua;10,5;2;TP
1MEIC03;M.EIC001;sex;16;2;TP
COMP_641;M.EIC003;sex;16;2;TP
COMP_641;M.EIC004;sex;14;2;TP
2MEIC02;M.EIC035;sex;16;3;TP
COMP_1310;M.EIC001;qua;8,5;2;TP
1MEIC04;M.EIC004;ter;16;2;TP
1MEIC04;M.EIC003;ter;14;2;TP
1MEIC05;M.EIC001;ter;16;2;TP
2MEIC03;M.EIC011;ter;18;2;TP
COMP_641;M.EIC001;qua;10,5;2;TP
COMP_641;M.EIC002;ter;14;2;TP
1MEIC04;M.EIC002;sex;14;2;TP
2MEIC02;M.EIC041;ter;17;3;TP
2MEIC02;M.EIC036;sex;9;1,5;TP
2MEIC01;M.EIC031;qua;9;4;TP
2MEIC02;M.EIC045;sex;14,5;1,5;TP
201403478;201403478;qua;12;8;TP
201403478;201403478;qui;13,5;6,5;TP
201403478;201403478;seg;13,5;6,5;TP
201403478;201403478;sex;14;6;TP
201404947;201404947;qua;12;8;TP
201404947;201404947;qui;12;8;TP
201404947;201404947;seg;13,5;6,5;TP
201404947;201404947;sex;8;5;TP
201404947;201404947;sex;14;6;TP
201503035;201503035;qua;14;6;TP
201503035;201503035;qui;13,5;6,5;TP
201503035;201503035;seg;15;5;TP
201503035;201503035;sex;14;6;TP
201606796;201606796;qua;12;8;TP
201606796;201606796;qui;13,5;6,5;TP
201606796;201606796;seg;13,5;6,5;TP
201606796;201606796;sex;14;6;TP
201705374;201705374;qua;14;6;TP
201705374;201705374;qui;8;12;TP
201705374;201705374;sex;12;8;TP
201705374;201705374;ter;12;8;TP
201706254;201706254;qua;12;8;TP
201706254;201706254;qui;13,5;6,5;TP
201706254;201706254;seg;13,5;6,5;TP
201706254;201706254;sex;14;6;TP
201709467;201709467;qua;12;8;TP
201709467;201709467;qui;8;12;TP
201709467;201709467;seg;15;5;TP
201709467;201709467;ter;14;6;TP
201709532;201709532;qua;14;6;TP
201709532;201709532;qui;13,5;6,5;TP
201709532;201709532;seg;13,5;6,5;TP
201804904;201804904;qua;14;6;TP
201804904;201804904;qui;13,5;6,5;TP
201804904;201804904;seg;13,5;6,5;TP
201804904;201804904;sex;14;6;TP
201804977;201804977;seg;8;12;TP
201804977;201804977;ter;8;12;TP
201805137;201805137;qua;12;8;TP
201805137;201805137;qui;13,5;6,5;TP
201805137;201805137;seg;15;5;TP
201805137;201805137;sex;12;8;TP
201805137;201805137;ter;14;6;TP
201805189;201805189;qua;12;8;TP
201805189;201805189;qui;13,5;6,5;TP
201805189;201805189;seg;15;5;TP
201805189;201805189;sex;12;8;TP
201805189;201805189;ter;14;6;TP
201805199;201805199;qua;12;8;TP
201805199;201805199;qui;13,5;6,5;TP
201805199;201805199;seg;15;5;TP
201805199;201805199;sex;12;8;TP
201805199;201805199;ter;14;6;TP
201805273;201805273;seg;8;12;TP
201805273;201805273;ter;9;11;TP
201808614;201808614;qua;12;8;TP
201808614;201808614;qui;8;12;TP
201808614;201808614;seg;15;5;TP
201808614;201808614;sex;14;6;TP
